slide_name,average_clustering_coefficient,average_degree,average_closeness_centrality,average_betweenness_centrality,average_shortest_path,max_clique_num,max_clique_weight,average_neighbour_degree,average_degree_connectivity,average_eigenvector_centrality,average_load_centrality,average_harmonic_centrality,average_current_flow_closeness_centrality
TCGA-E7-A97P-01Z-00-DX1,0.3370386192149921,5891.893337725759,0.0058362044504507785,0.03768266172980237,178.5422223553256,34,25153,33.0,0.9705882352941176,0.1688109774060843,0.0,0.28037046942003724,88.63796142864676
TCGA-FD-A3B4-01Z-00-DX1,0.42101200266445865,8090.997917980978,0.004178394883789814,0.03716208172050404,245.1817550903328,34,19727,33.0,0.9705882352941174,0.16982130139651352,0.0,0.18761237482107088,123.48147748716195
TCGA-FD-A3B7-01Z-00-DX1,0.370560407137149,10948.325332762994,0.004923167451206699,0.02391637724395656,210.5447179377501,53,40646,52.0,0.9811320754716983,0.1354687552856295,0.0,0.3514119208413785,104.088380611717
TCGA-FD-A3B8-01Z-00-DX1,0.4379969700542185,3193.9561450088777,0.006056804805262462,0.062435763263577713,168.1029550004673,20,8722,19.0,0.9499999999999996,0.22185158029570623,0.0,0.1463343906578412,86.68313078901494
TCGA-FD-A3N5-01Z-00-DX1,0.4318592720049349,9131.987555535286,0.004807645064484769,0.028761385651879978,212.37180361709966,44,26683,43.0,0.9772727272727274,0.1494149412144554,0.0,0.2761866041728594,106.62382463843018
TCGA-FD-A3N6-01Z-00-DX1,0.35297344481695514,6650.299561487042,0.005319712432784349,0.03573357196506899,195.5970459260894,35,21588,34.0,0.9714285714285714,0.16620245902092978,0.0,0.23766565286369412,97.22206116292705
TCGA-FD-A3NA-01Z-00-DX1,0.37522873252020433,6868.052374537825,0.004191545517459303,0.04327294152961675,245.2875848049222,29,15132,27.999999999999996,0.9655172413793105,0.1834688998595486,0.0,0.15512924567774047,123.74125922275465
TCGA-FD-A3SM-01Z-00-DX1,0.42773166069400603,4094.0915763661983,0.004039209221461332,0.07177493285429737,255.88072352288745,17,4565,16.0,0.9411764705882353,0.23928567011451776,0.0,0.07949264088166079,131.5618508990057
TCGA-FD-A3SN-01Z-00-DX1,0.3999755644608326,4162.764323025636,0.004736178511161821,0.06125065719794877,219.0928591066124,20,5787,19.0,0.9500000000000002,0.22037224942545836,0.0,0.11115273350257812,111.37146664274204
TCGA-FD-A3SO-01Z-00-DX1,0.3763904148737735,3920.328919573355,0.005549644880921513,0.05667222502620518,186.6823295034929,22,10387,21.0,0.9545454545454546,0.21007645576504955,0.0,0.15281867548672087,94.51996359782729
TCGA-FD-A3SP-01Z-00-DX1,0.430940532444466,5011.9294686584635,0.004068185554575067,0.06083688518712772,250.59647343292315,21,7316,20.0,0.9523809523809528,0.21644961665608348,0.0,0.1160951886978739,128.58160074379305
TCGA-FD-A3SQ-01Z-00-DX1,0.44440922601983307,4099.191004090059,0.0050467746497359885,0.05880085635094164,204.95955020450302,21,6351,20.0,0.9523809523809523,0.21529635497108085,0.0,0.12752841259211878,104.15229529467838
TCGA-FD-A3SR-01Z-00-DX1,0.45421653581961824,2536.3238231151918,0.005643320670982604,0.08159029437901207,181.1659873653709,15,3500,14.0,0.9333333333333333,0.2558450937944726,0.0,0.0962428332858002,94.65541125046495
TCGA-FD-A3SS-01Z-00-DX1,0.4309029757530375,4099.349833827218,0.004967454392183469,0.05927938517258567,204.9674916913608,21,5062,20.0,0.9523809523809526,0.21658319127333264,0.0,0.12377646709044274,105.50635445732475
TCGA-FD-A43N-01Z-00-DX1,0.4396781458586671,4654.807903066814,0.004658667177397847,0.056756892038391224,221.65751919365772,22,7824,21.0,0.954545454545454,0.2106986204194081,0.0,0.13258350809781363,112.54583466758969
TCGA-FD-A43P-01Z-00-DX1,0.38667670691653866,5310.830157577721,0.005359157499074675,0.04479587840899657,196.69741324361942,28,16554,27.0,0.9642857142857142,0.18506150476597533,0.0,0.20071344638535069,97.28526267439406
TCGA-FD-A43S-01Z-00-DX1,0.44207452654494545,7744.709648274537,0.00447648150622316,0.03605875907528083,227.78557789042785,35,17499,34.0,0.9714285714285714,0.16766057641202645,0.0,0.2020387863867469,115.0800098322625
TCGA-FD-A5BR-01Z-00-DX1,0.38065397182724586,5510.619772451882,0.0048988510654809575,0.045812147508745675,211.9469143250727,27,13913,26.0,0.9629629629629631,0.18950652257535386,0.0,0.15972314775588664,106.39039565994005
TCGA-FD-A5BS-01Z-00-DX1,0.3482095354598598,9638.658634268979,0.0052253057592475905,0.025677717646650527,200.80538821393705,49,43971,48.0,0.9795918367346939,0.1399326705513457,0.0,0.34430630854766137,98.40001766572043
TCGA-FD-A5BT-01Z-00-DX1,0.3984641794056683,3661.6127245636712,0.00509026220110165,0.06515948214580344,203.42292914242603,19,6798,18.0,0.9473684210526315,0.2262777284989327,0.0,0.11686926802166872,103.72586147652527
TCGA-FD-A5BU-01Z-00-DX1,0.3917476060167405,6004.911512280864,0.005002101851086463,0.04203423369338113,207.06591421658123,30,20894,29.0,0.9666666666666667,0.1801364270085576,0.0,0.19774266508224034,103.7305549855735
TCGA-FD-A5BY-01Z-00-DX1,0.44517414879657136,2543.9937728493874,0.005687025593740077,0.08106699153140016,181.7138409178134,15,5059,14.0,0.9333333333333332,0.25466845420107054,0.0,0.09814999224857873,94.11275101355047
TCGA-FD-A5BZ-01Z-00-DX1,0.4544398894318528,3519.2666051959995,0.004954481216553747,0.06859137976136495,207.01568265858802,18,4294,17.0,0.9444444444444444,0.23333614365542335,0.0,0.1056649491184989,106.7281655757658
TCGA-FD-A5C0-01Z-00-DX1,0.4024651078760263,4077.9881260572265,0.004826702701630362,0.06191179779198218,214.6309540030119,20,8929,19.0,0.95,0.22053660917247483,0.0,0.11864372604672808,109.15840235737335
TCGA-FD-A62N-01Z-00-DX1,0.348413460829302,5139.654959052514,0.005688809927423968,0.04303260147438676,183.55910568044698,29,16549,28.0,0.9655172413793099,0.18238365685723476,0.0,0.21101918166999084,91.42062056768448
TCGA-FD-A62O-01Z-00-DX1,0.42891962345292606,4180.987426191465,0.005196685504192528,0.05597400265989079,199.09463934245082,22,7321,21.0,0.9545454545454544,0.21037890427016456,0.0,0.13557715220220817,101.01547125247977
TCGA-FD-A62S-01Z-00-DX1,0.35734249685137925,10742.454002685712,0.0029558266478809975,0.04072721909224146,346.530774280184,32,32516,31.0,0.9687500000000003,0.17495174161836646,0.0,0.14414814623872613,174.4999177389651
TCGA-FD-A6TD-01Z-00-DX1,0.3754300293620644,8458.009667065982,0.0031485184807738295,0.0481030585958341,325.30806411792264,27,20666,26.0,0.9629629629629631,0.19066839729577173,0.0,0.1261859647484222,164.64285741470687
TCGA-FD-A6TE-01Z-00-DX1,0.3927015016819567,7740.492006914265,0.004792952063129121,0.034077866655045724,215.01366685872912,37,22687,36.0,0.972972972972973,0.16249853163040148,0.0,0.23152165271513023,107.57622201307859
TCGA-FD-A6TG-01Z-00-DX1,0.45256832557609733,4803.06072017973,0.005355054745662972,0.047809567823395925,192.12242880718895,26,7577,25.0,0.9615384615384617,0.19385549216632336,0.0,0.16895625038017403,97.27381006179256
TCGA-FD-A6TH-01Z-00-DX1,0.3898809385486694,5560.410711768201,0.004638602557340905,0.048107191551982426,222.41642847072816,26,12909,25.0,0.9615384615384616,0.19365905064385192,0.0,0.1531220933515838,112.31135862704842
TCGA-FJ-A3Z9-01Z-00-DX1,0.4143941835621045,6500.875748438418,0.004077480397256591,0.04655695243240653,250.03368263224675,27,12293,26.0,0.9629629629629628,0.19088867681406912,0.0,0.13852647151234193,127.2868259120633
TCGA-FT-A3EE-01Z-00-DX1,0.396320796177521,7732.50701163669,0.0027837889270672304,0.05839959957061782,368.2146196017473,22,12428,21.0,0.9545454545454546,0.21106551290450276,0.0,0.08446924257403164,187.67396036997613
TCGA-G2-A2EF-01Z-00-DX1,0.38802790405732457,6516.241569675598,0.003965911864277668,0.04845144204603177,260.6496627870233,26,13481,25.0,0.9615384615384616,0.19349666225015114,0.0,0.13829022595227136,131.2855108861348
TCGA-G2-A2EK-01Z-00-DX1,0.45351469274101286,3383.1815939856406,0.0046104838169133255,0.07577122782920553,225.54543959904257,16,3121,15.0,0.9374999999999998,0.2462621916520659,0.0,0.0843048214199585,115.8189266724973
TCGA-G2-A2EL-01Z-00-DX1,0.4128152318396727,4743.844269686772,0.004554768914610499,0.05672553919307319,225.89734617556059,22,10469,21.0,0.9545454545454544,0.2107567768174741,0.0,0.1238826712537891,115.02818490441078
TCGA-G2-A2ES-01Z-00-DX1,0.4009442503477221,6884.220720043439,0.005075863224850565,0.035837875458069865,202.47708000127776,35,15392,34.0,0.971428571428571,0.1671268285925858,0.0,0.224337629535704,101.6725595463122
TCGA-G2-A3IE-01Z-00-DX1,0.42505678318702955,4100.781000990586,0.0035065226936635734,0.08259807627690725,292.91292864218485,15,4338,14.0,0.9333333333333335,0.25556886564105774,0.0,0.06287678507872309,152.23269149873153
TCGA-G2-AA3C-01Z-00-DX1,0.4656107901034595,3406.9516032762444,0.003600743454334212,0.0943442635605659,283.9126336063536,13,2173,12.0,0.9230769230769229,0.27480486933504156,0.0,0.05329300753222462,149.66612135940738
TCGA-G2-AA3F-01Z-00-DX1,0.42834016043607614,3782.1611473257794,0.004094295524724098,0.07720404636956409,252.14407648838522,16,6549,15.0,0.9374999999999999,0.24712441435525265,0.0,0.0815717340172856,130.02453249657907
TCGA-GU-A42P-01Z-00-DX1,0.36490566324197776,7742.645234198026,0.005242003844039629,0.031214899600367003,198.52936497943625,40,24197,39.0,0.9749999999999999,0.1555135865305694,0.0,0.268653584263865,98.39403017043936
TCGA-GU-A762-01Z-00-DX1,0.4463012805465234,3200.7462722405303,0.005141699749978685,0.07338223339953868,200.04664201503329,17,6839,16.0,0.9411764705882353,0.23991091060592568,0.0,0.11047309444229769,103.10738871557425
TCGA-GU-A764-01Z-00-DX1,0.3744783355720807,4691.692229155491,0.005560528372763348,0.047410356276489596,187.6676891662195,26,10814,25.0,0.9615384615384617,0.19262209133503513,0.0,0.17581141171483392,93.93449145338312
TCGA-GU-A766-01Z-00-DX1,0.40505503484478417,6016.173011937227,0.005248534948354361,0.03997854977104118,194.07009715926517,32,17889,31.0,0.9687500000000001,0.1754405064816217,0.0,0.22800063989561586,98.273067665614
TCGA-GV-A3JW-01Z-00-DX1,0.4459236373703488,2406.2847440060887,0.0051243928662304174,0.09361536611143216,200.5237286671739,13,4436,12.0,0.9230769230769229,0.27423329294096005,0.0,0.07502074979021403,105.3398531031347
TCGA-GV-A3QH-01Z-00-DX1,0.44555789403660795,2765.2715375277035,0.004406930810772664,0.09669375589700545,230.4392947939752,13,4812,12.0,0.9230769230769229,0.275489377281145,0.0,0.0721012672917888,121.82959765056049
TCGA-GV-A3QK-01Z-00-DX1,0.397482344121793,7399.422018729568,0.004499009211185113,0.038061854144600435,231.2319380852987,33,18145,32.0,0.9696969696969697,0.1716700914288225,0.0,0.19849192319877668,115.12659124829553
TCGA-GV-A6ZA-01Z-00-DX1,0.37569371510037824,5673.224792484102,0.004935563634394847,0.044533502124341304,210.11943675867053,28,14260,27.0,0.9642857142857143,0.18621292975758483,0.0,0.17368573171470653,105.40456143058246
TCGA-H4-A2HQ-01Z-00-DX1,0.4844931229703685,4080.9890162751826,0.004499346815312455,0.0658157745797347,226.72161201528797,19,8226,18.0,0.9473684210526314,0.2277028877135497,0.0,0.10839758723208724,117.00373110417635
TCGA-K4-A3WS-01Z-00-DX1,0.418815877243084,4898.67989094312,0.002906667039435354,0.0857720450954001,349.90570649593707,15,7044,14.0,0.9333333333333333,0.25640025553713747,0.0,0.06086614733070216,182.58611674541342
TCGA-K4-A3WU-01Z-00-DX1,0.4275128256174093,7381.717870248987,0.005960216210216764,0.028725288535192805,171.66785744765068,44,23023,43.0,0.9772727272727273,0.14923613649261572,0.0,0.33894156225531086,86.03782413589933
TCGA-K4-A4AC-01Z-00-DX1,0.36611635450007873,8647.660740528983,0.0028227676189496727,0.05244241016234247,360.319197522041,25,18434,24.000000000000004,0.9600000000000004,0.19856031899158563,0.0,0.10837173860975759,183.70052492433976
TCGA-K4-A5RH-01Z-00-DX1,0.38557296650759376,6098.8727797644115,0.00507060187497262,0.04021568552903171,203.29575932548045,31,12337,30.0,0.967741935483871,0.17739495736674163,0.0,0.19379818304677981,102.19279466890123
TCGA-K4-A5RI-01Z-00-DX1,0.37845826856327824,8691.705201763927,0.0028190337038846492,0.05191074755409644,362.1543834068304,25,15049,24.0,0.9599999999999997,0.19826812647794412,0.0,0.10276224435193546,184.2175208483235
TCGA-K4-A6FZ-01Z-00-DX1,0.34997218178791195,5062.652724224259,0.004897258744768764,0.05028231795480363,210.94386350934428,25,14765,24.0,0.9600000000000002,0.197196868232732,0.0,0.1563064917549519,106.47044685806566
TCGA-LT-A5Z6-01Z-00-DX1,0.49765400024746254,2714.9867315727643,0.00561755589523811,0.07717195687674878,180.99911543818425,16,3904,15.0,0.9375000000000001,0.24829956143976625,0.0,0.10356304992488424,94.59124513226263
TCGA-PQ-A6FI-01Z-00-DX1,0.38183303384528827,3417.3748050872728,0.005467958243362037,0.06529024410879715,189.8541558381817,19,9453,18.0,0.9473684210526314,0.22592970555469613,0.0,0.1294736264131557,96.56743968604894
TCGA-PQ-A6FN-01Z-00-DX1,0.4624095231953512,2599.274042584425,0.006319802842931597,0.07239064068461716,162.4546276615266,17,6430,16.0,0.9411764705882353,0.24002439372550247,0.0,0.12696926652716586,83.9426306477737
TCGA-S5-AA26-01Z-00-DX1,0.4701489087020193,2850.828848424322,0.00573182485011711,0.07303897713235977,178.17680302652002,17,4144,16.0,0.9411764705882353,0.2405672074314662,0.0,0.116883800942949,92.41095858796855
TCGA-SY-A9G5-01Z-00-DX1,0.38554580142497663,4368.51262130989,0.0034704941858840323,0.0829251341187758,291.23417475399276,16,9284,15.0,0.9375,0.2488185734022969,0.0,0.09984719001975623,151.72989536117416
TCGA-UY-A78M-01Z-00-DX1,0.4672701119653193,3503.4562923602634,0.00550684502961569,0.0628311584290094,184.39243644001382,20,8458,19.0,0.9499999999999998,0.22221019345161103,0.0,0.13655437881983706,95.25922679111032
TCGA-UY-A78O-01Z-00-DX1,0.38980767670539995,3012.7596787579046,0.004446833846967778,0.08765665709488737,231.75074451983892,14,3412,13.0,0.9285714285714287,0.2637829737169995,0.0,0.07232636269789978,120.69675200660215
TCGA-UY-A78P-01Z-00-DX1,0.3797765219304671,8170.091868154444,0.004872982007964157,0.03211613370989286,215.0024175830112,39,23817,38.0,0.9743589743589746,0.1571849729308609,0.0,0.253040182911072,105.99175303574626
TCGA-UY-A9PA-01Z-00-DX1,0.40319661793748973,8659.126310617345,0.00486070621667591,0.029906600734777022,211.19820269798424,42,20003,41.0,0.9761904761904762,0.15258126446879727,0.0,0.25728383313487274,105.70105220541015
TCGA-UY-A9PE-01Z-00-DX1,0.4125009097445499,3752.056318430051,0.004936493938242658,0.06504113051448011,208.44757324611382,19,8913,18.0,0.9473684210526314,0.2268777385861866,0.0,0.11180491639402151,106.87332451012698
TCGA-XF-A8HD-01Z-00-DX1,0.3476162993645959,6133.182186306315,0.005844798582430651,0.03507309778815509,175.2337767516089,36,23421,35.0,0.972222222222222,0.1647407725885054,0.0,0.27285039413876055,88.12431616222779
TCGA-XF-A8HF-01Z-00-DX1,0.3835579592790301,4098.952054258971,0.003534431115948582,0.08304034128259867,292.78228958992656,15,6042,14.0,0.9333333333333335,0.2541178653302608,0.0,0.06758403598291222,151.0368431801211
TCGA-XF-A8HI-01Z-00-DX1,0.4330226754852049,5994.841642545449,0.00478601501955702,0.043307871716408805,214.101487233766,29,11759,28.0,0.9655172413793106,0.18389310017392282,0.0,0.17495553007931755,108.31730107751363
TCGA-XF-A9SJ-01Z-00-DX1,0.4231903300462215,4198.7987493191,0.004116168740301057,0.07055139526302995,246.98816172465303,18,7530,17.0,0.9444444444444442,0.23411968776185463,0.0,0.09955864302826817,127.97088972843636
TCGA-XF-A9SK-01Z-00-DX1,0.4355605794366054,5142.239686675252,0.004983958558980756,0.04798340292902059,205.68958746700994,26,10533,25.0,0.9615384615384612,0.19409831996812849,0.0,0.15875451193558454,104.42000200888758
TCGA-XF-A9T4-01Z-00-DX1,0.5131286227492174,2544.5965002622333,0.004002470552691304,0.11173755934349817,254.45965002622322,11,2589,10.0,0.909090909090909,0.29930291216968014,0.0,0.05122732744087097,136.28274326935636
TCGA-XF-A9T6-01Z-00-DX1,0.3945572890654034,6450.840654496834,0.0043238060649646816,0.04472783595463344,238.92002424062335,28,12899,27.0,0.9642857142857143,0.18652627111250988,0.0,0.15314899847907176,120.22755845054782
TCGA-XF-AAMG-01Z-00-DX1,0.43289470875741615,3698.3377228732284,0.0064675437098031365,0.05183822843895947,160.79729229883614,24,9670,23.0,0.9583333333333334,0.20100294289959372,0.0,0.1981098598171328,80.91273820955105
TCGA-XF-AAML-01Z-00-DX1,0.36720250040512875,8527.035271933742,0.004771114900626929,0.031690578463936206,218.641930049583,40,24090,39.0,0.9749999999999996,0.15558196102236832,0.0,0.26010458949107174,108.08639461869265
TCGA-XF-AAMQ-01Z-00-DX1,0.37108311091506396,4236.298820107393,0.005158779585524014,0.057102477010608534,201.7285152432093,22,12358,21.0,0.9545454545454547,0.21003303237097048,0.0,0.1521308543311013,101.72203228853391
TCGA-XF-AAMT-01Z-00-DX1,0.42152580812886675,4978.476575765749,0.00413426369980576,0.05893834774536809,248.9238287882877,21,7403,20.0,0.9523809523809526,0.21570475505690045,0.0,0.10442776469330897,127.05212751660663
TCGA-XF-AAMX-01Z-00-DX1,0.3623731425013948,3913.4263241034632,0.004479573080934718,0.07033882487780721,230.20154847667408,18,10672,17.0,0.9444444444444442,0.23276384582660098,0.0,0.10829855276726415,117.8830298044704
TCGA-XF-AAMY-01Z-00-DX1,0.48506735440429016,3220.119603344401,0.004786865124674447,0.07645984624302286,214.67464022296,16,3143,15.0,0.9375,0.2473157630032391,0.0,0.08753328155492264,111.26146722758038
TCGA-XF-AAMZ-01Z-00-DX1,0.39771706694615866,2612.7164807016898,0.005110145746987471,0.09005169861592442,200.97819082320694,14,5976,13.0,0.9285714285714286,0.2644760924774171,0.0,0.09425292207953917,104.73015880909361
TCGA-XF-AAN8-01Z-00-DX1,0.3572876314294611,7216.826412142559,0.006455369151469138,0.027543297441412044,160.37392026983463,46,28527,45.0,0.9782608695652172,0.14521783052490794,0.0,0.3943923350234396,79.53602603076051
TCGA-YC-A89H-01Z-00-DX1,0.4017537400705028,6550.104156996442,0.004563921816248043,0.04155142652102195,225.86566058608454,30,13601,29.0,0.9666666666666667,0.1802784631616835,0.0,0.1698494868832544,113.6348677422902
TCGA-5T-A9QA-01Z-00-DX1,0.42361775586532974,8457.944963518588,0.004602747735945869,0.03242612769920674,222.5774990399627,39,21580,38.0,0.9743589743589747,0.15863242931100663,0.0,0.23478490015407152,111.73608223888073
TCGA-A1-A0SJ-01Z-00-DX1,0.4946036149897649,1778.2571950801107,0.005236686175324208,0.1212439750407764,197.58413278667896,10,1909,9.0,0.8999999999999998,0.3126481250347209,0.0,0.06080119118628354,105.45842579173299
TCGA-A1-A0SP-01Z-00-DX1,0.4337363356459178,4521.466202821368,0.00476795038122976,0.05639831702133629,215.30791442006472,22,8048,21.0,0.9545454545454543,0.21086852261432093,0.0,0.12675100323190405,109.88172238334117
TCGA-A1-A0SQ-01Z-00-DX1,0.42891719487689384,3953.864861776756,0.005198543706937412,0.05888869359601304,197.6932430888379,21,5397,20.0,0.9523809523809526,0.21571293661042037,0.0,0.13052129725404746,101.0174498560283
TCGA-A2-A04T-01Z-00-DX1,0.3713879897454187,3430.2632141029853,0.005467427868662451,0.0664727973347674,190.57017856127695,19,11032,18.0,0.9473684210526315,0.2261323279136388,0.0,0.14063928665647238,96.48145497981663
TCGA-A2-A04W-01Z-00-DX1,0.4140984299613514,5520.468055837338,0.0046793001196917035,0.04811122820202371,220.8187222334935,26,15394,25.0,0.9615384615384617,0.193555256298126,0.0,0.15652214313308382,111.3769688287961
TCGA-A2-A0D1-01Z-00-DX1,0.3760993742815015,8309.711019584494,0.0031836558196485917,0.04810237676711721,319.6042699840185,27,16535,26.0,0.9629629629629629,0.19093067826469595,0.0,0.1267714325145359,162.5914724333044
TCGA-A2-A0EM-01Z-00-DX1,0.4817597787255024,1734.1245803433274,0.004745135787034396,0.13094515549008412,216.76557254291598,9,687,8.0,0.8888888888888888,0.32991270013418483,0.0,0.043675816531656975,117.8705198244117
TCGA-A2-A0ES-01Z-00-DX1,0.37809312254124366,6471.6716686728505,0.003299066069671644,0.059377267316122515,308.174841365374,22,11391,21.0,0.9545454545454549,0.21164574747592668,0.0,0.11135382315831904,157.88672905329125
