slide_name,average_clustering_coefficient,average_degree,average_closeness_centrality, average_betweenness_centrality,average_shortest_path}
TCGA-2F-A9KP-01Z-00-DX1,0.43555627527372276,4888.827994327658,0.004395303271240046,0.0,232.80133306322156
TCGA-2F-A9KT-01Z-00-DX1,0.39888616220069034,8874.167333758362,0.004532008685278031,0.0,227.54275214765016
TCGA-2F-A9KW-01Z-00-DX1,0.4169913683460622,4973.4474367441,0.004778326443434744,0.0,216.23684507583042
TCGA-4Z-AA7M-01Z-00-DX1,0.4191605671885512,5662.365179274016,0.005235371637545055,0.0,195.25397169910386
TCGA-4Z-AA80-01Z-00-DX1,0.40794798943469773,8606.401835548271,0.005000197120065443,0.0,204.9143294178159
TCGA-4Z-AA82-01Z-00-DX1,0.40313154119585554,5946.082071120099,0.005010245742462773,0.0,205.03731279724488
TCGA-4Z-AA84-01Z-00-DX1,0.4566427727138465,3975.8461075822365,0.004376097596643844,0.0,233.87330044601387
TCGA-4Z-AA86-01Z-00-DX1,0.4404842600989674,3180.8372975641955,0.005853270828316042,0.0,176.71318319801102
TCGA-4Z-AA87-01Z-00-DX1,0.38462486862487655,8172.466135051803,0.006289972993501174,0.0,163.44932270103584
TCGA-4Z-AA89-01Z-00-DX1,0.4299533549043128,6505.729376137243,0.00488584987861135,0.0,209.8622379399111
TCGA-BL-A0C8-01Z-00-DX1,0.0,414.06202568107005,0.0024150971061766644,0.0,414.06202568107005
TCGA-BL-A13I-01Z-00-DX1,0.5027766849012526,3199.824215491228,0.003453163761563842,0.0,290.89311049920286
TCGA-BL-A13J-01Z-00-DX1,0.6107726445064967,1076.3534725799936,0.0027961037346972742,0.0,358.7844908599979
TCGA-BL-A5ZZ-01Z-00-DX1,0.4190917345304895,2700.1191258386502,0.002688813193990526,0.0,385.7313036912357
TCGA-BT-A0YX-01Z-00-DX1,0.3866177061173124,9458.109953040936,0.005674850548546909,0.0,181.88672986617155
TCGA-BT-A20N-01Z-00-DX1,0.45755805995241544,3122.422034495362,0.005601329214606685,0.0,183.6718843820801
TCGA-BT-A20T-01Z-00-DX1,0.45278245665801586,3376.4838196175633,0.006096227034774657,0.0,168.82419098087817
TCGA-BT-A20U-01Z-00-DX1,0.41319028912256217,6191.220056242063,0.0029578433247931663,0.0,343.9566697912257
TCGA-BT-A3PJ-01Z-00-DX1,0.4091566146233253,5022.02729659039,0.005110769256348206,0.0,200.88109186361564
TCGA-BT-A42E-01Z-00-DX1,0.3839594643712206,6332.092487541941,0.006200632038726825,0.0,166.63401283005098
TCGA-CF-A9FM-01Z-00-DX1,0.44054875734241866,4562.102226346576,0.005161996219328393,0.0,198.3522707107206
TCGA-CU-A0YO-01Z-00-DX1,0.45727425923437376,3443.319526596313,0.0032139139073777616,0.0,313.029047872392
TCGA-CU-A5W6-01Z-00-DX1,0.3775197521162618,3614.339965192687,0.0036342101439108916,0.0,278.0261511686683
TCGA-E5-A4TZ-01Z-00-DX1,0.40886946168821536,5287.163793437473,0.0038898385933790573,0.0,264.3581896718738
TCGA-E5-A4U1-01Z-00-DX1,0.5521378973080892,1969.9574433328567,0.004175752779678454,0.0,246.24468041660714
TCGA-E7-A541-01Z-00-DX1,0.4282168448977328,7106.012355513999,0.005075252944837799,0.0,203.02892444325727
TCGA-E7-A6ME-01Z-00-DX1,0.38962606685687795,6298.493732023246,0.0057409077604869034,0.0,179.95696377209262
TCGA-E7-A7DV-01Z-00-DX1,0.39301828327408994,11212.356012551158,0.0050617438281429766,0.0,203.86101841002125
TCGA-E7-A7XN-01Z-00-DX1,0.4105630186563749,9363.10376086488,0.0051341141084006656,0.0,199.2149736354228
TCGA-E7-A8O7-01Z-00-DX1,0.4031054384161613,4530.3225798776575,0.0054361322347038325,0.0,188.76344082823576
TCGA-E7-A97P-01Z-00-DX1,0.3370386192149921,5891.893337725759,0.0058362044504507785,0.0,178.5422223553256
TCGA-FD-A3B4-01Z-00-DX1,0.42101200266445865,8090.997917980978,0.004178394883789814,0.0,245.1817550903328
TCGA-FD-A3B7-01Z-00-DX1,0.370560407137149,10948.325332762994,0.004923167451206699,0.0,210.5447179377501
TCGA-FD-A3B8-01Z-00-DX1,0.4379969700542185,3193.9561450088777,0.006056804805262462,0.0,168.1029550004673
TCGA-FD-A3N5-01Z-00-DX1,0.4318592720049349,9131.987555535286,0.004807645064484769,0.0,212.37180361709966
TCGA-FD-A3N6-01Z-00-DX1,0.35297344481695514,6650.299561487042,0.005319712432784349,0.0,195.5970459260894
TCGA-FD-A3NA-01Z-00-DX1,0.37522873252020433,6868.052374537825,0.004191545517459303,0.0,245.2875848049222
TCGA-FD-A3SM-01Z-00-DX1,0.42773166069400603,4094.0915763661983,0.004039209221461332,0.0,255.88072352288745
TCGA-FD-A3SN-01Z-00-DX1,0.3999755644608326,4162.764323025636,0.004736178511161821,0.0,219.0928591066124
TCGA-FD-A3SO-01Z-00-DX1,0.3763904148737735,3920.328919573355,0.005549644880921513,0.0,186.6823295034929
TCGA-FD-A3SP-01Z-00-DX1,0.430940532444466,5011.9294686584635,0.004068185554575067,0.0,250.59647343292315
TCGA-FD-A3SQ-01Z-00-DX1,0.44440922601983307,4099.191004090059,0.0050467746497359885,0.0,204.95955020450302
TCGA-FD-A3SR-01Z-00-DX1,0.45421653581961824,2536.3238231151918,0.005643320670982604,0.0,181.1659873653709
TCGA-FD-A3SS-01Z-00-DX1,0.4309029757530375,4099.349833827218,0.004967454392183469,0.0,204.9674916913608
TCGA-FD-A43N-01Z-00-DX1,0.4396781458586671,4654.807903066814,0.004658667177397847,0.0,221.65751919365772
TCGA-FD-A43P-01Z-00-DX1,0.38667670691653866,5310.830157577721,0.005359157499074675,0.0,196.69741324361942
TCGA-FD-A43S-01Z-00-DX1,0.44207452654494545,7744.709648274537,0.00447648150622316,0.0,227.78557789042785
TCGA-FD-A5BR-01Z-00-DX1,0.38065397182724586,5510.619772451882,0.0048988510654809575,0.0,211.9469143250727
TCGA-FD-A5BS-01Z-00-DX1,0.3482095354598598,9638.658634268979,0.0052253057592475905,0.0,200.80538821393705
TCGA-FD-A5BT-01Z-00-DX1,0.3984641794056683,3661.6127245636712,0.00509026220110165,0.0,203.42292914242603
TCGA-FD-A5BU-01Z-00-DX1,0.3917476060167405,6004.911512280864,0.005002101851086463,0.0,207.06591421658123
TCGA-FD-A5BY-01Z-00-DX1,0.44517414879657136,2543.9937728493874,0.005687025593740077,0.0,181.7138409178134
TCGA-FD-A5BZ-01Z-00-DX1,0.4544398894318528,3519.2666051959995,0.004954481216553747,0.0,207.01568265858802
TCGA-FD-A5C0-01Z-00-DX1,0.4024651078760263,4077.9881260572265,0.004826702701630362,0.0,214.6309540030119
TCGA-FD-A62N-01Z-00-DX1,0.348413460829302,5139.654959052514,0.005688809927423968,0.0,183.55910568044698
TCGA-FD-A62O-01Z-00-DX1,0.42891962345292606,4180.987426191465,0.005196685504192528,0.0,199.09463934245082
TCGA-FD-A62S-01Z-00-DX1,0.35734249685137925,10742.454002685712,0.0029558266478809975,0.0,346.530774280184
TCGA-FD-A6TD-01Z-00-DX1,0.3754300293620644,8458.009667065982,0.0031485184807738295,0.0,325.30806411792264
TCGA-FD-A6TE-01Z-00-DX1,0.3927015016819567,7740.492006914265,0.004792952063129121,0.0,215.01366685872912
TCGA-FD-A6TG-01Z-00-DX1,0.45256832557609733,4803.06072017973,0.005355054745662972,0.0,192.12242880718895
TCGA-FD-A6TH-01Z-00-DX1,0.3898809385486694,5560.410711768201,0.004638602557340905,0.0,222.41642847072816
TCGA-FJ-A3Z9-01Z-00-DX1,0.4143941835621045,6500.875748438418,0.004077480397256591,0.0,250.03368263224675
TCGA-FT-A3EE-01Z-00-DX1,0.396320796177521,7732.50701163669,0.0027837889270672304,0.0,368.2146196017473
TCGA-G2-A2EF-01Z-00-DX1,0.38802790405732457,6516.241569675598,0.003965911864277668,0.0,260.6496627870233
TCGA-G2-A2EK-01Z-00-DX1,0.45351469274101286,3383.1815939856406,0.0046104838169133255,0.0,225.54543959904257
TCGA-G2-A2EL-01Z-00-DX1,0.4128152318396727,4743.844269686772,0.004554768914610499,0.0,225.89734617556059
TCGA-G2-A2ES-01Z-00-DX1,0.4009442503477221,6884.220720043439,0.005075863224850565,0.0,202.47708000127776
TCGA-G2-A3IE-01Z-00-DX1,0.42505678318702955,4100.781000990586,0.0035065226936635734,0.0,292.91292864218485
TCGA-G2-AA3C-01Z-00-DX1,0.4656107901034595,3406.9516032762444,0.003600743454334212,0.0,283.9126336063536
TCGA-G2-AA3F-01Z-00-DX1,0.42834016043607614,3782.1611473257794,0.004094295524724098,0.0,252.14407648838522
TCGA-GU-A42P-01Z-00-DX1,0.36490566324197776,7742.645234198026,0.005242003844039629,0.0,198.52936497943625
TCGA-GU-A762-01Z-00-DX1,0.4463012805465234,3200.7462722405303,0.005141699749978685,0.0,200.04664201503329
TCGA-GU-A764-01Z-00-DX1,0.3744783355720807,4691.692229155491,0.005560528372763348,0.0,187.6676891662195
TCGA-GU-A766-01Z-00-DX1,0.40505503484478417,6016.173011937227,0.005248534948354361,0.0,194.07009715926517
TCGA-GV-A3JW-01Z-00-DX1,0.4459236373703488,2406.2847440060887,0.0051243928662304174,0.0,200.5237286671739
TCGA-GV-A3QH-01Z-00-DX1,0.44555789403660795,2765.2715375277035,0.004406930810772664,0.0,230.4392947939752
TCGA-GV-A3QK-01Z-00-DX1,0.397482344121793,7399.422018729568,0.004499009211185113,0.0,231.2319380852987
TCGA-GV-A6ZA-01Z-00-DX1,0.37569371510037824,5673.224792484102,0.004935563634394847,0.0,210.11943675867053
TCGA-H4-A2HQ-01Z-00-DX1,0.4844931229703685,4080.9890162751826,0.004499346815312455,0.0,226.72161201528797
TCGA-K4-A3WS-01Z-00-DX1,0.418815877243084,4898.67989094312,0.002906667039435354,0.0,349.90570649593707
TCGA-K4-A3WU-01Z-00-DX1,0.4275128256174093,7381.717870248987,0.005960216210216764,0.0,171.66785744765068
TCGA-K4-A4AC-01Z-00-DX1,0.36611635450007873,8647.660740528983,0.0028227676189496727,0.0,360.319197522041
TCGA-K4-A5RH-01Z-00-DX1,0.38557296650759376,6098.8727797644115,0.00507060187497262,0.0,203.29575932548045
TCGA-K4-A5RI-01Z-00-DX1,0.37845826856327824,8691.705201763927,0.0028190337038846492,0.0,362.1543834068304
TCGA-K4-A6FZ-01Z-00-DX1,0.34997218178791195,5062.652724224259,0.004897258744768764,0.0,210.94386350934428
TCGA-LT-A5Z6-01Z-00-DX1,0.49765400024746254,2714.9867315727643,0.00561755589523811,0.0,180.99911543818425
TCGA-PQ-A6FI-01Z-00-DX1,0.38183303384528827,3417.3748050872728,0.005467958243362037,0.0,189.8541558381817
TCGA-PQ-A6FN-01Z-00-DX1,0.4624095231953512,2599.274042584425,0.006319802842931597,0.0,162.4546276615266
TCGA-S5-AA26-01Z-00-DX1,0.4701489087020193,2850.828848424322,0.00573182485011711,0.0,178.17680302652002
TCGA-SY-A9G5-01Z-00-DX1,0.38554580142497663,4368.51262130989,0.0034704941858840323,0.0,291.23417475399276
TCGA-UY-A78M-01Z-00-DX1,0.4672701119653193,3503.4562923602634,0.00550684502961569,0.0,184.39243644001382
TCGA-UY-A78O-01Z-00-DX1,0.38980767670539995,3012.7596787579046,0.004446833846967778,0.0,231.75074451983892
TCGA-UY-A78P-01Z-00-DX1,0.3797765219304671,8170.091868154444,0.004872982007964157,0.0,215.0024175830112
