slide_name,average_clustering_coefficient,average_degree,average_closeness_centrality, average_betweenness_centrality,average_shortest_path}
TCGA-UY-A9PA-01Z-00-DX1,0.40319661793748973,8659.126310617345,0.00486070621667591,0.0,211.19820269798424
TCGA-UY-A9PE-01Z-00-DX1,0.4125009097445499,3752.056318430051,0.004936493938242658,0.0,208.44757324611382
TCGA-XF-A8HD-01Z-00-DX1,0.3476162993645959,6133.182186306315,0.005844798582430651,0.0,175.2337767516089
TCGA-XF-A8HF-01Z-00-DX1,0.3835579592790301,4098.952054258971,0.003534431115948582,0.0,292.78228958992656
TCGA-XF-A8HI-01Z-00-DX1,0.4330226754852049,5994.841642545449,0.00478601501955702,0.0,214.101487233766
TCGA-XF-A9SJ-01Z-00-DX1,0.4231903300462215,4198.7987493191,0.004116168740301057,0.0,246.98816172465303
TCGA-XF-A9SK-01Z-00-DX1,0.4355605794366054,5142.239686675252,0.004983958558980756,0.0,205.68958746700994
TCGA-XF-A9T4-01Z-00-DX1,0.5131286227492174,2544.5965002622333,0.004002470552691304,0.0,254.45965002622322
TCGA-XF-A9T6-01Z-00-DX1,0.3945572890654034,6450.840654496834,0.0043238060649646816,0.0,238.92002424062335
TCGA-XF-AAMG-01Z-00-DX1,0.43289470875741615,3698.3377228732284,0.0064675437098031365,0.0,160.79729229883614
TCGA-XF-AAML-01Z-00-DX1,0.36720250040512875,8527.035271933742,0.004771114900626929,0.0,218.641930049583
TCGA-XF-AAMQ-01Z-00-DX1,0.37108311091506396,4236.298820107393,0.005158779585524014,0.0,201.7285152432093
TCGA-XF-AAMT-01Z-00-DX1,0.42152580812886675,4978.476575765749,0.00413426369980576,0.0,248.9238287882877
TCGA-XF-AAMX-01Z-00-DX1,0.3623731425013948,3913.4263241034632,0.004479573080934718,0.0,230.20154847667408
TCGA-XF-AAMY-01Z-00-DX1,0.48506735440429016,3220.119603344401,0.004786865124674447,0.0,214.67464022296
TCGA-XF-AAMZ-01Z-00-DX1,0.39771706694615866,2612.7164807016898,0.005110145746987471,0.0,200.97819082320694
TCGA-XF-AAN8-01Z-00-DX1,0.3572876314294611,7216.826412142559,0.006455369151469138,0.0,160.37392026983463
TCGA-YC-A89H-01Z-00-DX1,0.4017537400705028,6550.104156996442,0.004563921816248043,0.0,225.86566058608454
TCGA-5T-A9QA-01Z-00-DX1,0.42361775586532974,8457.944963518588,0.004602747735945869,0.0,222.5774990399627
TCGA-A1-A0SJ-01Z-00-DX1,0.4946036149897649,1778.2571950801107,0.005236686175324208,0.0,197.58413278667896
TCGA-A1-A0SP-01Z-00-DX1,0.4337363356459178,4521.466202821368,0.00476795038122976,0.0,215.30791442006472
TCGA-A1-A0SQ-01Z-00-DX1,0.42891719487689384,3953.864861776756,0.005198543706937412,0.0,197.6932430888379
TCGA-A2-A04T-01Z-00-DX1,0.3713879897454187,3430.2632141029853,0.005467427868662451,0.0,190.57017856127695
TCGA-A2-A04W-01Z-00-DX1,0.4140984299613514,5520.468055837338,0.0046793001196917035,0.0,220.8187222334935
TCGA-A2-A0D1-01Z-00-DX1,0.3760993742815015,8309.711019584494,0.0031836558196485917,0.0,319.6042699840185
TCGA-A2-A0EM-01Z-00-DX1,0.4817597787255024,1734.1245803433274,0.004745135787034396,0.0,216.76557254291598
TCGA-A2-A0ES-01Z-00-DX1,0.37809312254124366,6471.6716686728505,0.003299066069671644,0.0,308.174841365374
TCGA-A2-A0EV-01Z-00-DX1,0.3917885371093067,4814.173247277514,0.002948424192158939,0.0,343.86951766267947
TCGA-A2-A0EY-01Z-00-DX1,0.5128277878798815,2185.2492847685908,0.0037209463941735277,0.0,273.15616059607396
TCGA-A2-A0SU-01Z-00-DX1,0.41761011048943253,3668.2218576135397,0.004805801244852853,0.0,215.7777563302083
TCGA-A2-A0SY-01Z-00-DX1,0.5007076508359841,1913.2994649877687,0.004293183554439291,0.0,239.1624331234712
TCGA-A2-A0T2-01Z-00-DX1,0.39257810902328605,3938.0915110470323,0.0047029750970705286,0.0,218.7828617248353
TCGA-A2-A0YD-01Z-00-DX1,0.44756119881103495,2488.0796468113263,0.004104465979130097,0.0,248.80796468113257
TCGA-A2-A0YI-01Z-00-DX1,0.40073539045731305,5018.035067645107,0.0036250609033330926,0.0,278.77972598028373
TCGA-A2-A25A-01Z-00-DX1,0.41206212375079193,5980.828502181544,0.00597961685242002,0.0,170.88081434804428
TCGA-A2-A25B-01Z-00-DX1,0.5627750003856871,1447.3286950610911,0.004920883117807249,0.0,206.76124215158438
TCGA-A2-A25D-01Z-00-DX1,0.4279523337618728,2822.861717777413,0.004730464743675417,0.0,217.14320905980088
TCGA-A2-A25F-01Z-00-DX1,0.39506434140863805,5024.817492327652,0.004067135916572154,0.0,251.24087461638268
TCGA-A2-A3Y0-01Z-00-DX1,0.37288924115683936,4798.811647990845,0.0062461250752959534,0.0,165.4762637238224
TCGA-A2-A4RW-01Z-00-DX1,0.5187407432249336,2116.5723297859,0.004343713749050247,0.0,235.1747033095444
TCGA-A7-A0CH-01Z-00-DX1,0.0,279.37030503376815,0.003579478498543815,0.0,279.37030503376815
TCGA-A7-A26J-01Z-00-DX1,0.6302572025914287,663.1866844071993,0.0031271736128034365,0.0,331.59334220359966
TCGA-A8-A09W-01Z-00-DX1,0.0,202.4112459820353,0.004940436956199328,0.0,202.4112459820353
TCGA-AC-A3TM-01Z-00-DX1,0.4837450905117947,2607.911248954847,0.005082404661313317,0.0,200.6085576119114
TCGA-AN-A0AJ-01Z-00-DX1,0.36383281438000814,8945.777863407504,0.003158830423236782,0.0,319.4920665502681
TCGA-AN-A0AL-01Z-00-DX1,0.4105847821795141,3513.675283059485,0.003169319064421365,0.0,319.4250257326804
TCGA-AN-A0AR-01Z-00-DX1,0.42918654902344944,2810.115098663432,0.0032366548786040396,0.0,312.2350109626037
TCGA-AN-A0AT-01Z-00-DX1,0.41624121558263666,3216.7606955541337,0.0031487883674194373,0.0,321.67606955541333
TCGA-AN-A0FF-01Z-00-DX1,0.41244227785670906,6357.987178915188,0.003337893372496806,0.0,302.7612942340566
TCGA-AN-A0FJ-01Z-00-DX1,0.45336893542717793,2374.197911977298,0.0029611853908302465,0.0,339.17113028247115
TCGA-AN-A0FL-01Z-00-DX1,0.42474176789360746,3708.057813867126,0.003530936472434943,0.0,285.2352164513175
TCGA-AN-A0FN-01Z-00-DX1,0.5108537128063493,1870.8923649815915,0.0032447456036124754,0.0,311.81539416359857
TCGA-AO-A03L-01Z-00-DX1,0.3318017208311434,6376.227919013091,0.005852604149196786,0.0,177.1174421948082
TCGA-AO-A03O-01Z-00-DX1,0.45952823607608706,2288.3748521477078,0.0049890835968748075,0.0,208.03407746797345
TCGA-AO-A0J6-01Z-00-DX1,0.43257839543221693,5963.24476932122,0.0039523915138819235,0.0,259.2715117096183
TCGA-AO-A0J9-01Z-00-DX1,0.603439130693716,1311.404495957321,0.0039558553264420785,0.0,262.28089919146424
TCGA-AO-A0JC-01Z-00-DX1,0.36986326524180846,9063.077520436806,0.005008029903067574,0.0,205.97903455538201
TCGA-AO-A0JL-01Z-00-DX1,0.5336040193788834,1656.5629116527682,0.0049035859916974,0.0,207.07036395659603
TCGA-AO-A0JM-01Z-00-DX1,0.46289557212572463,3657.818781531399,0.004188297363823448,0.0,243.8545854354267
TCGA-AO-A1KR-01Z-00-DX1,0.4174356551007983,9525.18630201448,0.004532797628516786,0.0,226.7901500479638
TCGA-AO-A1KT-01Z-00-DX1,0.6345634932582518,1266.1413156793758,0.004798454220272543,0.0,211.02355261322927
TCGA-AQ-A04J-01Z-00-DX1,0.3897538682057935,3485.085109400187,0.003544051038006241,0.0,290.42375911668245
TCGA-AQ-A54O-01Z-00-DX1,0.37054651113830595,4976.078273060296,0.002880535495035387,0.0,355.43416236144986
TCGA-AQ-A7U7-01Z-00-DX1,0.44948805866470465,3311.8294829125625,0.0027307550396617726,0.0,367.9810536569513
TCGA-AR-A0TR-01Z-00-DX1,0.38776068890721316,3163.1850158161706,0.004959859094814572,0.0,210.8790010544113
TCGA-AR-A0TS-01Z-00-DX1,0.3722977344968783,7852.939316050427,0.004049881094338646,0.0,253.3206230984009
TCGA-AR-A0TW-01Z-00-DX1,0.3737047515811894,9035.665740897592,0.004097647388863362,0.0,250.99071502493322
TCGA-AR-A0U3-01Z-00-DX1,0.3698831100874355,8041.4444814576045,0.004112164640365707,0.0,251.29514004555043
TCGA-AR-A1AI-01Z-00-DX1,0.3862817780335305,4645.494987540312,0.006430561581737498,0.0,160.1894823289765
TCGA-AR-A1AJ-01Z-00-DX1,0.4128905248963416,2984.635340341121,0.006432396738310357,0.0,157.08607054426952
TCGA-AR-A1AW-01Z-00-DX1,0.3830744708884606,5845.207589131898,0.005494796020801652,0.0,188.55508352038376
TCGA-AR-A24H-01Z-00-DX1,0.4279700571302507,2111.665157594102,0.004840955427084398,0.0,211.1665157594102
TCGA-AR-A24K-01Z-00-DX1,0.3785434878979843,4960.376010503438,0.004198015346796132,0.0,248.01880052517214
TCGA-AR-A24L-01Z-00-DX1,0.5855391310125787,1001.7762515099405,0.006094587515940504,0.0,166.96270858499014
TCGA-AR-A24M-01Z-00-DX1,0.43995502985176765,2572.852933858126,0.004820796117875988,0.0,214.4044111548439
TCGA-AR-A24N-01Z-00-DX1,0.37388362687970933,4352.465043665821,0.004722766898184234,0.0,217.62325218329102
TCGA-AR-A24P-01Z-00-DX1,0.394841561495177,2285.4991658114145,0.004599917467023469,0.0,228.54991658114153
TCGA-AR-A24Q-01Z-00-DX1,0.3901620486926289,5329.796700556074,0.004088267215213078,0.0,253.79984288362272
TCGA-AR-A24T-01Z-00-DX1,0.465561778058049,3028.8049217276885,0.003420186611424618,0.0,302.8804921727689
TCGA-AR-A24U-01Z-00-DX1,0.35696790159393504,3722.2866169679864,0.006261169450498492,0.0,169.19484622581774
TCGA-AR-A24V-01Z-00-DX1,0.5131565337150523,1153.8868634902265,0.005268969862557311,0.0,192.3144772483711
TCGA-AR-A250-01Z-00-DX1,0.41287039213252325,6071.724186960547,0.005411642913838399,0.0,189.74138084251715
TCGA-AR-A252-01Z-00-DX1,0.35655291189875626,7332.046881987733,0.0042310938979319805,0.0,244.40156273292425
TCGA-AR-A2LH-01Z-00-DX1,0.37496022795804734,7788.067023084703,0.004203508287821807,0.0,243.37709447139733
TCGA-AR-A5QQ-01Z-00-DX1,0.4087592118418517,2791.4490852000567,0.00457286856599931,0.0,232.62075710000477
TCGA-B6-A0I1-01Z-00-DX1,0.4573706257820031,2467.447289354426,0.00455218474927901,0.0,224.31338994131144
TCGA-B6-A0I9-01Z-00-DX1,0.4287905185863776,3014.1830744023823,0.004090580349412412,0.0,251.181922866865
TCGA-B6-A0IE-01Z-00-DX1,0.43340079113446406,2638.5782810717906,0.004710687586808647,0.0,219.88152342264917
TCGA-B6-A0IG-01Z-00-DX1,0.4543351690290676,2429.894388912892,0.004235480809097005,0.0,242.98943889128924
TCGA-B6-A0IN-01Z-00-DX1,0.4338762500487456,2378.4003638307468,0.00393248902731829,0.0,264.2667070923052
TCGA-B6-A0IO-01Z-00-DX1,0.42928089476114656,1298.8940100759132,0.004955981718934854,0.0,216.4823350126522
TCGA-B6-A0IQ-01Z-00-DX1,0.3790410413037306,4179.082582634452,0.00573843835361111,0.0,181.6992427232368
TCGA-B6-A0RT-01Z-00-DX1,0.4558862519285151,1922.2249304779564,0.005971743499513512,0.0,174.74772095254136
TCGA-B6-A0RV-01Z-00-DX1,0.4267076511932376,3390.1009136880575,0.00455710139875323,0.0,226.00672757920375
TCGA-B6-A0WT-01Z-00-DX1,0.4081715686978663,3409.693581033297,0.00361198003008015,0.0,284.1411317527747
TCGA-B6-A0WY-01Z-00-DX1,0.4500317030615697,2391.9494457448914,0.004743369667804582,0.0,217.449949613172
TCGA-B6-A0X0-01Z-00-DX1,0.4184502437635548,2974.847977230117,0.0045872148508854,0.0,228.8344597869322
TCGA-B6-A0X1-01Z-00-DX1,0.37801172121426413,9996.220352839837,0.002698469094694441,0.0,384.47001357076283
TCGA-B6-A1KF-01Z-00-DX1,0.5384588655677762,2273.164829606857,0.004026914544900148,0.0,252.57386995631742
TCGA-B6-A1KI-01Z-00-DX1,0.8332481344966643,501.4243949991069,0.004009075028609665,0.0,250.71219749955344
TCGA-BH-A0AU-01Z-00-DX1,0.4207956510299583,3459.9527690139726,0.005373328605322671,0.0,192.21959827855403
TCGA-BH-A0AV-01Z-00-DX1,0.44164994387613277,2915.4435771385956,0.004964156860784355,0.0,208.24596979561383
TCGA-BH-A0BF-01Z-00-DX1,0.39329952990065425,7295.241041342441,0.005053705867957196,0.0,202.64558448173457
TCGA-BH-A0BO-01Z-00-DX1,0.0,232.0893784554492,0.004308684898270583,0.0,232.0893784554492
TCGA-BH-A0C0-01Z-00-DX1,0.49168484311030836,2435.579677667141,0.005466658638333794,0.0,187.3522828974723
TCGA-BH-A0C7-01Z-00-DX1,0.47963671556449194,2180.563090739927,0.004257538880881275,0.0,242.2847878599919
TCGA-BH-A0DQ-01Z-00-DX1,0.5113577645727906,2431.1587820396303,0.004205187415612095,0.0,243.11587820396298
TCGA-BH-A0DZ-01Z-00-DX1,0.45230843721597064,2773.7708416854257,0.004779661496274963,0.0,213.36698782195583
TCGA-BH-A0E1-01Z-00-DX1,0.5570716444264054,1656.096045850105,0.004901601401742668,0.0,207.0120057312631
TCGA-BH-A0EB-01Z-00-DX1,0.4802277875056161,2004.6164406674452,0.00457072123817847,0.0,222.73516007416058
TCGA-BH-A0HO-01Z-00-DX1,0.5800777751309811,1625.9716400830248,0.0043672410167778205,0.0,232.2816628690036
TCGA-BH-A0W3-01Z-00-DX1,0.4597191096882671,2250.5607896679694,0.0041077623016204795,0.0,250.06230996310765
TCGA-BH-A0W7-01Z-00-DX1,0.44047462741902194,2272.278286165032,0.004128441377868046,0.0,252.47536512944802
TCGA-BH-A18H-01Z-00-DX1,0.46250520027275316,2096.0832586651977,0.004958444875237808,0.0,209.60832586651972
TCGA-BH-A18J-01Z-00-DX1,0.5288144580831666,1212.6715598942753,0.00425762236886247,0.0,242.53431197885513
TCGA-BH-A18R-01Z-00-DX1,0.38713092558498335,2938.538638103869,0.004241655854907012,0.0,244.87821984198897
TCGA-BH-A18T-01Z-00-DX1,0.4293164819952546,4474.466108971435,0.005039775472825298,0.0,203.38482313506506
TCGA-BH-A1EV-01Z-00-DX1,0.5002035468814447,1355.4273581697198,0.004560611083090927,0.0,225.90455969495338
TCGA-BH-A1F8-01Z-00-DX1,0.43814064913837425,2863.6469895499217,0.002848759372827015,0.0,357.95587369374016
TCGA-BH-A202-01Z-00-DX1,0.44677235611783933,2621.765800074761,0.0047153127373576915,0.0,218.48048333956342
TCGA-BH-A2L8-01Z-00-DX1,0.4504857569208643,6430.57719035992,0.004769498764351168,0.0,214.35257301199726
TCGA-BH-A5J0-01Z-00-DX1,0.4869371028006399,2167.530962592496,0.0037894335833013057,0.0,270.94137032406195
TCGA-C8-A12V-01Z-00-DX1,0.41899171577661176,7042.850801503507,0.006270687196182792,0.0,163.78722794194198
TCGA-C8-A1HG-01Z-00-DX1,0.5414034913946005,2124.6559429590793,0.005236664705186365,0.0,193.15054026900717
TCGA-C8-A1HJ-01Z-00-DX1,0.42741341007499106,3782.496911930049,0.007288308180571118,0.0,140.09247821963146
TCGA-C8-A9FZ-01Z-00-DX1,0.4216546364222464,4592.926318226262,0.0026544372524630743,0.0,382.74385985218845
TCGA-D8-A1JF-01Z-00-DX1,0.4311731003499537,3854.7426769643594,0.0031703086888529718,0.0,321.22855641369665
TCGA-D8-A1JG-01Z-00-DX1,0.38115328209534133,6169.049134187068,0.005304066752008778,0.0,192.78278544334597
TCGA-D8-A1JK-01Z-00-DX1,0.4736106501627712,2712.2277130066336,0.0030163171053174047,0.0,339.0284641258291
TCGA-D8-A1JL-01Z-00-DX1,0.4191729563263315,14758.179768954356,0.0031553027243998097,0.0,320.82999497726905
TCGA-D8-A1JM-01Z-00-DX1,0.41843961364210913,3952.8734206374434,0.00676362253820758,0.0,152.0335931014401
TCGA-D8-A1X6-01Z-00-DX1,0.4919659327324471,1457.469461490889,0.0049131521616299625,0.0,208.2099230701269
TCGA-D8-A1XD-01Z-00-DX1,0.5209452975995655,2088.049086518789,0.005381211540373556,0.0,189.82264422898078
