"y","x","cluster_id"
24,175,202
24,177,202
24,178,202
25,175,202
25,179,202
26,178,202
32,151,202
33,119,359
33,120,359
33,122,359
33,152,202
33,153,202
34,120,359
34,121,359
34,122,359
34,152,202
34,155,202
34,157,202
36,163,202
37,138,202
38,138,202
38,162,202
39,152,202
39,161,202
42,187,202
46,144,202
46,175,202
46,176,202
47,95,359
47,110,359
47,113,359
47,145,202
47,175,202
48,113,359
48,114,359
48,175,202
48,176,202
49,109,359
49,112,359
49,113,359
49,176,202
50,130,359
51,128,359
51,129,359
51,130,359
51,131,359
51,133,359
51,177,202
52,113,359
52,115,359
52,120,359
52,121,359
52,124,359
52,125,359
52,126,359
52,127,359
52,128,359
52,129,359
52,130,359
52,131,359
52,133,359
52,161,202
53,109,359
53,110,359
53,111,359
53,113,359
53,114,359
53,116,359
53,117,359
53,123,359
53,124,359
53,125,359
53,126,359
53,127,359
53,128,359
53,129,359
53,130,359
53,131,359
53,132,359
53,138,202
53,140,202
53,141,202
53,146,202
53,147,202
53,148,202
53,160,202
54,107,359
54,108,359
54,109,359
54,110,359
54,111,359
54,113,359
54,114,359
54,115,359
54,116,359
54,117,359
54,119,359
54,125,359
54,126,359
54,127,359
54,128,359
54,130,359
54,131,359
54,132,359
54,135,359
54,138,202
54,139,202
54,140,202
54,145,202
54,146,202
54,147,202
54,148,202
54,149,202
54,150,202
54,181,202
55,103,359
55,107,359
55,108,359
55,109,359
55,110,359
55,111,359
55,113,359
55,114,359
55,116,359
55,117,359
55,118,359
55,119,359
55,122,359
55,124,359
55,126,359
55,127,359
55,129,359
55,130,359
55,139,202
55,145,202
55,146,202
55,148,202
55,149,202
55,150,202
55,153,202
55,156,202
55,158,202
55,160,202
55,182,202
55,183,202
56,101,359
56,102,359
56,105,359
56,106,359
56,107,359
56,108,359
56,109,359
56,112,359
56,113,359
56,114,359
56,115,359
56,116,359
56,117,359
56,120,359
56,126,359
56,127,359
56,132,359
56,133,359
56,154,202
56,155,202
56,156,202
56,157,202
56,158,202
56,159,202
56,160,202
56,180,202
57,97,359
57,98,359
57,99,359
57,100,359
57,101,359
57,102,359
57,103,359
57,105,359
57,106,359
57,107,359
57,108,359
57,109,359
57,110,359
57,111,359
57,112,359
57,113,359
57,114,359
57,116,359
57,117,359
57,118,359
57,119,359
57,131,359
57,150,202
57,151,202
57,155,202
57,156,202
57,157,202
57,159,202
57,160,202
57,161,202
57,162,202
57,163,202
57,179,202
57,181,202
57,196,202
57,223,1055
58,95,359
58,96,359
58,97,359
58,98,359
58,99,359
58,100,359
58,101,359
58,102,359
58,103,359
